title,BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Punjab Kings VS Kolkata Knight Riders,Rahul Chahar,4,0,23,2,5.75,8,1,0,1,0
Rajasthan Royals VS Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,44,1,11.00,7,6,1,2,0
Rajasthan Royals VS Sunrisers Hyderabad,Marco Jansen,4,0,44,1,11.00,5,6,1,1,0
Rajasthan Royals VS Sunrisers Hyderabad,T Natarajan,4,0,36,0,9.00,8,4,1,1,0
Rajasthan Royals VS Sunrisers Hyderabad,Mayank Markande,4,0,51,0,12.75,7,1,6,0,0
Rajasthan Royals VS Sunrisers Hyderabad,Abhishek Sharma,2,0,15,0,7.50,5,1,1,0,0
Rajasthan Royals VS Sunrisers Hyderabad,Vivrant Sharma,2,0,18,0,9.00,4,1,1,1,0
Rajasthan Royals VS Sunrisers Hyderabad,Sandeep Sharma,4,0,48,0,12.00,5,5,2,0,1
Rajasthan Royals VS Sunrisers Hyderabad,Kuldip Yadav,4,0,50,1,12.50,5,2,4,0,0
Rajasthan Royals VS Sunrisers Hyderabad,Ravichandran Ashwin,4,0,35,1,8.75,5,2,1,3,0
Rajasthan Royals VS Sunrisers Hyderabad,Yuzvendra Chahal,4,0,29,4,7.25,11,3,1,0,0
Rajasthan Royals VS Sunrisers Hyderabad,Murugan Ashwin,3,0,42,0,14.00,3,2,4,0,0
Rajasthan Royals VS Sunrisers Hyderabad,Obed McCoy,1,0,13,0,13.00,2,1,1,1,0
Gujarat Titans VS Lucknow Super Giants,Mohsin Khan,3,0,42,1,14.00,4,5,2,2,0
Gujarat Titans VS Lucknow Super Giants,Avesh Khan,4,0,34,1,8.50,8,2,2,0,0
Gujarat Titans VS Lucknow Super Giants,Krunal Pandya,4,0,38,0,9.50,5,2,2,0,0
Gujarat Titans VS Lucknow Super Giants,Yash Thakur,4,0,48,0,12.00,4,2,4,1,0
Gujarat Titans VS Lucknow Super Giants,Ravi Bishnoi,2,0,21,0,10.50,2,0,2,1,0
Gujarat Titans VS Lucknow Super Giants,Kyle Mayers,1,0,16,0,16.00,1,3,0,0,1
Gujarat Titans VS Lucknow Super Giants,Swapnil Singh,1,0,7,0,7.00,1,0,0,0,0
Gujarat Titans VS Lucknow Super Giants,Marcus Stoinis,1,0,20,0,20.00,0,1,2,0,0
Gujarat Titans VS Lucknow Super Giants,Mohammed Shami,4,0,37,1,9.25,9,3,2,1,0
Gujarat Titans VS Lucknow Super Giants,Hardik Pandya,3,0,37,0,12.33,6,6,1,2,0
Gujarat Titans VS Lucknow Super Giants,Rashid Khan,4,0,34,1,8.50,6,1,2,0,0
Gujarat Titans VS Lucknow Super Giants,Noor Ahmad,4,0,26,1,6.50,11,4,0,1,0
Gujarat Titans VS Lucknow Super Giants,Mohit Sharma,4,0,29,4,7.25,9,1,2,1,0
Gujarat Titans VS Lucknow Super Giants,Alzarri Joseph,1,0,5,0,5.00,4,1,0,0,0
Royal Challengers Bangalore VS Delhi Capitals,Khaleel Ahmed,4,0,45,1,11.25,7,3,3,1,0
Royal Challengers Bangalore VS Delhi Capitals,Axar Patel,3,0,17,0,5.66,7,2,0,0,0
Royal Challengers Bangalore VS Delhi Capitals,Ishant Sharma,3,0,29,0,9.66,5,4,0,2,0
Royal Challengers Bangalore VS Delhi Capitals,Mukesh Kumar,3,0,30,1,10.00,6,5,0,1,0
Royal Challengers Bangalore VS Delhi Capitals,Mitchell Marsh,3,0,21,2,7.00,3,0,1,1,0
Royal Challengers Bangalore VS Delhi Capitals,Kuldeep Yadav,4,0,37,0,9.25,5,2,2,0,0
Royal Challengers Bangalore VS Delhi Capitals,Mohammed Siraj,2,0,28,0,14.00,4,3,2,1,0
Royal Challengers Bangalore VS Delhi Capitals,Glenn Maxwell,1.4,0,14,0,8.40,4,1,1,0,0
Royal Challengers Bangalore VS Delhi Capitals,Josh Hazlewood,3,0,29,1,9.66,9,2,2,0,1
Royal Challengers Bangalore VS Delhi Capitals,Wanindu Hasaranga,4,0,32,0,8.00,9,2,2,0,0
Royal Challengers Bangalore VS Delhi Capitals,Karn Sharma,3,0,33,1,11.00,4,4,1,0,0
Royal Challengers Bangalore VS Delhi Capitals,Mahipal Lomror,1,0,13,0,13.00,1,1,1,0,0
Royal Challengers Bangalore VS Delhi Capitals,Harshal Patel,2,0,32,1,16.00,4,2,3,1,0
Mumbai Indians VS Chennai Super Kings,Deepak Chahar,3,0,18,2,6.00,10,3,0,0,0
Mumbai Indians VS Chennai Super Kings,Tushar Deshpande,4,0,26,2,6.50,9,2,0,1,0
Mumbai Indians VS Chennai Super Kings,Ravindra Jadeja,4,0,37,1,9.25,5,5,0,1,0
Mumbai Indians VS Chennai Super Kings,Moeen Ali,1,0,10,0,10.00,2,2,0,0,0
Mumbai Indians VS Chennai Super Kings,Maheesh Theekshana,4,0,28,0,7.00,11,3,1,0,0
Mumbai Indians VS Chennai Super Kings,Matheesha Pathirana,4,0,15,3,3.75,12,0,0,0,0
Mumbai Indians VS Chennai Super Kings,Cameron Green,1,0,10,0,10.00,4,2,0,1,1
Mumbai Indians VS Chennai Super Kings,Jofra Archer,4,0,24,0,6.00,11,3,0,1,0
Mumbai Indians VS Chennai Super Kings,Arshad Khan,1.4,0,28,0,16.80,3,2,3,0,0
Mumbai Indians VS Chennai Super Kings,Piyush Chawla,4,0,25,2,6.25,8,1,1,0,0
Mumbai Indians VS Chennai Super Kings,Raghav Goyal,4,0,33,0,8.25,7,1,2,0,0
Mumbai Indians VS Chennai Super Kings,Tristan Stubbs,2,0,14,1,7.00,3,0,1,0,0
Mumbai Indians VS Chennai Super Kings,Akash Madhwal,1,0,4,1,4.00,2,0,0,0,0
Rajasthan Royals VS Gujarat Titans,Mohammed Shami,4,0,27,1,6.75,13,2,1,2,0
Rajasthan Royals VS Gujarat Titans,Hardik Pandya,2,0,22,1,11.00,4,3,1,0,0
Rajasthan Royals VS Gujarat Titans,Rashid Khan,4,0,14,3,3.50,13,0,0,2,0
Rajasthan Royals VS Gujarat Titans,Josh Little,4,0,24,1,6.00,7,2,0,0,0
Rajasthan Royals VS Gujarat Titans,Noor Ahmad,3,0,25,2,8.33,7,2,1,3,0
Rajasthan Royals VS Gujarat Titans,Mohit Sharma,0.5,0,5,0,6.00,0,0,0,0,0
Rajasthan Royals VS Gujarat Titans,Trent Boult,3,0,28,0,9.33,8,6,0,0,0
Rajasthan Royals VS Gujarat Titans,Sandeep Sharma,3,0,19,0,6.33,9,3,0,0,1
Rajasthan Royals VS Gujarat Titans,Adam Zampa,3,0,40,0,13.33,3,3,3,0,0
Rajasthan Royals VS Gujarat Titans,Yuzvendra Chahal,3.5,0,22,1,5.73,7,1,0,0,0
Rajasthan Royals VS Gujarat Titans,Ravichandran Ashwin,1,0,8,0,8.00,1,1,0,0,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,33,1,8.25,12,6,0,1,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Marco Jansen,3,0,24,2,8.00,7,3,0,0,1
Kolkata Knight Riders VS Sunrisers Hyderabad,Kartik Tyagi,2,0,30,1,15.00,5,3,2,2,1
Kolkata Knight Riders VS Sunrisers Hyderabad,Aiden Markram,3,0,24,1,8.00,5,2,1,0,0
Kolkata Knight Riders VS Sunrisers Hyderabad,T Natarajan,4,0,30,2,7.50,9,1,1,2,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Mayank Markande,4,0,29,1,7.25,8,1,2,0,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Harshit Rana,4,0,27,1,6.75,13,1,2,2,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Vaibhav Arora,3,0,32,2,10.66,6,5,0,1,2
Kolkata Knight Riders VS Sunrisers Hyderabad,Shardul Thakur,3,0,23,2,7.66,6,3,0,0,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Andre Russell,1,0,15,1,15.00,4,2,1,0,1
Kolkata Knight Riders VS Sunrisers Hyderabad,Anukul Roy,3,0,26,1,8.66,6,1,2,1,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Sunil Narine,2,0,16,0,8.00,1,1,0,0,0
Kolkata Knight Riders VS Sunrisers Hyderabad,Varun Chakravarthy,4,0,20,1,5.00,12,2,0,0,0
Punjab Kings VS Mumbai Indians,Cameron Green,2,0,15,0,7.50,7,2,0,0,0
Punjab Kings VS Mumbai Indians,Arshad Khan,4,0,48,1,12.00,9,7,2,1,0
Punjab Kings VS Mumbai Indians,Jofra Archer,4,0,56,0,14.00,4,4,3,2,1
Punjab Kings VS Mumbai Indians,Piyush Chawla,4,0,29,2,7.25,7,4,0,0,0
Punjab Kings VS Mumbai Indians,Kumar Kartikeya,3,0,24,0,8.00,3,0,1,3,0
Punjab Kings VS Mumbai Indians,Akash Madhwal,3,0,37,0,12.33,1,3,1,0,1
Punjab Kings VS Mumbai Indians,Rishi Dhawan,3,0,20,1,6.66,11,1,2,0,0
Punjab Kings VS Mumbai Indians,Arshdeep Singh,3.5,0,66,1,17.21,4,8,4,2,0
Punjab Kings VS Mumbai Indians,Sam Curran,3,0,41,0,13.66,3,5,2,1,0
Punjab Kings VS Mumbai Indians,Nathan Ellis,4,0,34,2,8.50,4,3,0,0,0
Punjab Kings VS Mumbai Indians,Rahul Chahar,3,0,30,0,10.00,5,5,0,0,0
Punjab Kings VS Mumbai Indians,Harpreet Brar,2,0,21,0,10.50,1,1,1,0,0
Lucknow Super Giants VS Chennai Super Kings,Deepak Chahar,4,0,41,0,10.25,9,4,2,0,0
Lucknow Super Giants VS Chennai Super Kings,Tushar Deshpande,1,0,1,0,1.00,5,0,0,0,0
Lucknow Super Giants VS Chennai Super Kings,Moeen Ali,4,0,13,2,3.25,11,0,0,0,0
Lucknow Super Giants VS Chennai Super Kings,Maheesh Theekshana,4,0,37,2,9.25,7,2,2,0,0
Lucknow Super Giants VS Chennai Super Kings,Ravindra Jadeja,3,0,11,1,3.66,8,0,0,0,0
Lucknow Super Giants VS Chennai Super Kings,Matheesha Pathirana,3.2,0,22,2,6.60,6,0,0,2,0
Delhi Capitals VS Gujarat Titans,Mohammed Shami,4,0,11,4,2.75,19,1,0,0,0
Delhi Capitals VS Gujarat Titans,Hardik Pandya,1,0,10,0,10.00,3,2,0,0,1
Delhi Capitals VS Gujarat Titans,Josh Little,3,0,27,0,9.00,6,4,0,0,0
Delhi Capitals VS Gujarat Titans,Rashid Khan,4,0,28,1,7.00,12,0,3,1,0
Delhi Capitals VS Gujarat Titans,Noor Ahmad,4,0,20,0,5.00,11,1,0,2,0
Delhi Capitals VS Gujarat Titans,Mohit Sharma,4,0,33,2,8.25,7,1,2,0,0
Delhi Capitals VS Gujarat Titans,Khaleel Ahmed,4,1,24,2,6.00,12,4,0,0,0
Delhi Capitals VS Gujarat Titans,Ishant Sharma,4,0,23,2,5.75,12,2,0,1,0
Delhi Capitals VS Gujarat Titans,Anrich Nortje,4,0,39,1,9.75,11,2,3,2,0
Delhi Capitals VS Gujarat Titans,Kuldeep Yadav,4,0,15,1,3.75,9,0,0,0,0
Delhi Capitals VS Gujarat Titans,Axar Patel,4,0,24,0,6.00,10,1,1,1,0
Royal Challengers Bangalore VS Lucknow Super Giants,Krunal Pandya,4,0,21,0,5.25,8,1,0,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Marcus Stoinis,1,0,11,0,11.00,0,1,0,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Naveen-ul-Haq,4,0,30,3,7.50,8,3,1,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Ravi Bishnoi,4,0,21,2,5.25,7,0,0,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Amit Mishra,3,0,21,2,7.00,4,0,1,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Yash Thakur,2,0,12,0,6.00,6,1,0,2,0
Royal Challengers Bangalore VS Lucknow Super Giants,Krishnappa Gowtham,2,0,10,1,5.00,5,0,0,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Mohammed Siraj,3,0,24,1,8.00,11,4,0,3,1
Royal Challengers Bangalore VS Lucknow Super Giants,Josh Hazlewood,3,0,15,2,5.00,13,1,1,0,1
Royal Challengers Bangalore VS Lucknow Super Giants,Glenn Maxwell,1,0,3,1,3.00,3,0,0,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Wanindu Hasaranga,4,0,20,1,5.00,14,0,2,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Karn Sharma,4,0,20,2,5.00,12,1,1,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Harshal Patel,3.5,0,20,1,5.21,9,2,0,0,0
Royal Challengers Bangalore VS Lucknow Super Giants,Mahipal Lomror,1,0,4,0,4.00,2,0,0,0,0
Rajasthan Royals VS Mumbai Indians,Cameron Green,3,0,31,0,10.33,10,2,2,4,0
Rajasthan Royals VS Mumbai Indians,Jofra Archer,4,0,35,1,8.75,16,2,3,3,1
Rajasthan Royals VS Mumbai Indians,Riley Meredith,4,0,51,1,12.75,7,9,1,2,0
Rajasthan Royals VS Mumbai Indians,Piyush Chawla,4,0,34,2,8.50,11,2,3,0,0
Rajasthan Royals VS Mumbai Indians,Kumar Kartikeya,2,0,14,0,7.00,6,1,1,0,0
Rajasthan Royals VS Mumbai Indians,Arshad Khan,3,0,39,3,13.00,5,4,2,3,0
Rajasthan Royals VS Mumbai Indians,Trent Boult,4,0,43,1,10.75,8,7,0,2,0
Rajasthan Royals VS Mumbai Indians,Sandeep Sharma,4,0,35,1,8.75,5,3,1,2,0
Rajasthan Royals VS Mumbai Indians,Ravichandran Ashwin,4,0,27,2,6.75,8,0,2,1,0
Rajasthan Royals VS Mumbai Indians,Yuzvendra Chahal,3,0,32,0,10.66,5,3,2,0,0
Rajasthan Royals VS Mumbai Indians,Jason Holder,3.3,0,55,0,15.71,4,5,4,2,0
Rajasthan Royals VS Mumbai Indians,Kuldeep Sen,1,0,20,0,20.00,2,3,1,0,1
Chennai Super Kings VS Punjab Kings,Arshdeep Singh,4,0,37,1,9.25,8,5,0,3,0
Chennai Super Kings VS Punjab Kings,Kagiso Rabada,4,0,34,0,8.50,8,4,1,1,0
Chennai Super Kings VS Punjab Kings,Sam Curran,4,0,46,1,11.50,7,5,2,3,0
Chennai Super Kings VS Punjab Kings,Rahul Chahar,4,0,35,1,8.75,7,2,2,0,0
Chennai Super Kings VS Punjab Kings,Sikandar Raza,3,0,31,1,10.33,6,4,1,0,0
Chennai Super Kings VS Punjab Kings,Liam Livingstone,1,0,16,0,16.00,0,3,0,0,0
Chennai Super Kings VS Punjab Kings,Akash Singh,3,0,35,0,11.66,4,3,2,1,0
Chennai Super Kings VS Punjab Kings,Tushar Deshpande,4,0,49,3,12.25,10,3,4,2,0
Chennai Super Kings VS Punjab Kings,Maheesh Theekshana,4,0,36,0,9.00,5,4,0,1,0
Chennai Super Kings VS Punjab Kings,Ravindra Jadeja,4,0,32,2,8.00,8,1,2,0,0
Chennai Super Kings VS Punjab Kings,Moeen Ali,1,0,10,0,10.00,2,0,1,0,0
Chennai Super Kings VS Punjab Kings,Matheesha Pathirana,4,0,32,1,8.00,6,2,0,1,0
Sunrisers Hyderabad VS Delhi Capitals,Ishant Sharma,3,0,31,1,10.33,9,7,0,0,0
Sunrisers Hyderabad VS Delhi Capitals,Anrich Nortje,4,0,44,0,11.00,4,4,1,2,0
Sunrisers Hyderabad VS Delhi Capitals,Mukesh Kumar,2,0,38,0,19.00,2,4,2,2,1
Sunrisers Hyderabad VS Delhi Capitals,Mitchell Marsh,4,1,27,4,6.75,12,1,2,2,0
Sunrisers Hyderabad VS Delhi Capitals,Kuldeep Yadav,3,0,27,0,9.00,4,1,2,0,0
Sunrisers Hyderabad VS Delhi Capitals,Axar Patel,4,0,29,1,7.25,7,0,2,2,0
Sunrisers Hyderabad VS Delhi Capitals,Bhuvneshwar Kumar,4,0,45,1,11.25,5,3,2,3,0
Sunrisers Hyderabad VS Delhi Capitals,Akeal Hosein,4,0,40,1,10.00,6,4,2,0,0
Sunrisers Hyderabad VS Delhi Capitals,T Natarajan,4,0,34,1,8.50,4,2,1,0,0
Sunrisers Hyderabad VS Delhi Capitals,Umran Malik,1,0,22,0,22.00,0,2,2,0,0
Sunrisers Hyderabad VS Delhi Capitals,Mayank Markande,4,0,20,2,5.00,7,1,0,0,0
Sunrisers Hyderabad VS Delhi Capitals,Abhishek Sharma,3,0,26,1,8.66,5,2,1,0,0
Kolkata Knight Riders VS Gujarat Titans,Mohammed Shami,4,0,33,3,8.25,12,3,2,0,0
Kolkata Knight Riders VS Gujarat Titans,Hardik Pandya,3,0,34,0,11.33,9,3,3,1,0
Kolkata Knight Riders VS Gujarat Titans,Rashid Khan,4,0,54,0,13.50,3,3,4,1,0
Kolkata Knight Riders VS Gujarat Titans,Josh Little,4,0,25,2,6.25,12,2,1,0,0
Kolkata Knight Riders VS Gujarat Titans,Noor Ahmad,4,0,21,2,5.25,12,1,1,1,0
Kolkata Knight Riders VS Gujarat Titans,Mohit Sharma,1,0,12,0,12.00,1,0,1,0,0
Kolkata Knight Riders VS Gujarat Titans,Harshit Rana,3,0,25,1,8.33,6,4,0,1,0
