title,BATTING,dismissed,R,B,M,4s,6s,SR
Lucknow Super Giants VS Delhi Capitals,Krunal Pandya ,not out ,15,13,51,0,1,115.38
Lucknow Super Giants VS Delhi Capitals,Marcus Stoinis ,c †Khan b Ahmed,12,10,13,0,1,120.00
Lucknow Super Giants VS Delhi Capitals,Nicholas Pooran †,c Shaw b Ahmed,36,21,24,2,3,171.42
Lucknow Super Giants VS Delhi Capitals,Ayush Badoni ,c †Khan b Sakariya,18,7,10,1,2,257.14
Lucknow Super Giants VS Delhi Capitals,Krishnappa Gowtham ,not out ,6,1,2,0,1,600.00
Lucknow Super Giants VS Delhi Capitals,Prithvi Shaw , b Wood,12,9,24,2,0,133.33
Lucknow Super Giants VS Delhi Capitals,David Warner (c),c Gowtham b Avesh Khan,56,48,87,7,0,116.66
Lucknow Super Giants VS Delhi Capitals,Mitchell Marsh , b Wood,0,1,2,0,0,0.00
Lucknow Super Giants VS Delhi Capitals,Sarfaraz Khan †,c Gowtham b Wood,4,9,16,1,0,44.44
Lucknow Super Giants VS Delhi Capitals,Rilee Rossouw ,c Mayers b Ravi Bishnoi,30,20,24,3,1,150.00
Lucknow Super Giants VS Delhi Capitals,Rovman Powell ,lbw b Ravi Bishnoi,1,3,11,0,0,33.33
Lucknow Super Giants VS Delhi Capitals,Aman Hakim Khan ,c †Pooran b Avesh Khan,4,5,11,0,0,80.00
Lucknow Super Giants VS Delhi Capitals,Axar Patel ,c sub (PN Mankad) b Wood,16,11,21,1,1,145.45
Lucknow Super Giants VS Delhi Capitals,Kuldeep Yadav ,not out ,6,10,22,0,0,60.00
Lucknow Super Giants VS Delhi Capitals,Chetan Sakariya ,c Pandya b Wood,4,4,5,1,0,100.00
Punjab Kings VS Kolkata Knight Riders,Prabhsimran Singh ,c †Rahmanullah Gurbaz b Southee,23,12,10,2,2,191.66
Punjab Kings VS Kolkata Knight Riders,Shikhar Dhawan (c), b Varun,40,29,75,6,0,137.93
Punjab Kings VS Kolkata Knight Riders,Bhanuka Rajapaksa ,c Singh b Yadav,50,32,47,5,2,156.25
Punjab Kings VS Kolkata Knight Riders,Jitesh Sharma †,c Yadav b Southee,21,11,13,1,2,190.90
Punjab Kings VS Kolkata Knight Riders,Sikandar Raza ,c Rana b Narine,16,13,22,1,1,123.07
Punjab Kings VS Kolkata Knight Riders,Sam Curran ,not out ,26,17,27,0,2,152.94
Punjab Kings VS Kolkata Knight Riders,M Shahrukh Khan ,not out ,11,7,11,2,0,157.14
Punjab Kings VS Kolkata Knight Riders,Mandeep Singh ,c Curran b Arshdeep Singh,2,4,7,0,0,50.00
Punjab Kings VS Kolkata Knight Riders,Rahmanullah Gurbaz †, b Ellis,22,16,26,3,1,137.50
Punjab Kings VS Kolkata Knight Riders,Anukul Roy ,c Sikandar Raza b Arshdeep Singh,4,5,5,1,0,80.00
Punjab Kings VS Kolkata Knight Riders,Venkatesh Iyer ,c Chahar b Arshdeep Singh,34,28,66,3,1,121.42
Punjab Kings VS Kolkata Knight Riders,Nitish Rana (c),c Chahar b Sikandar Raza,24,17,23,3,1,141.17
Punjab Kings VS Kolkata Knight Riders,Rinku Singh ,c Sikandar Raza b Chahar,4,4,5,0,0,100.00
Punjab Kings VS Kolkata Knight Riders,Andre Russell ,c Sikandar Raza b Curran,35,19,24,3,2,184.21
Punjab Kings VS Kolkata Knight Riders,Shardul Thakur ,not out ,8,3,8,0,1,266.66
Punjab Kings VS Kolkata Knight Riders,Sunil Narine ,not out ,7,2,4,0,1,350.00
Chennai Super Kings VS Gujarat Titans,Devon Conway , b Mohammed Shami,1,6,-,0,0,16.66
Chennai Super Kings VS Gujarat Titans,Ruturaj Gaikwad ,c Shubman Gill b Joseph,92,50,-,4,9,184.00
Chennai Super Kings VS Gujarat Titans,Moeen Ali ,c †Saha b Rashid Khan,23,17,-,4,1,135.29
Chennai Super Kings VS Gujarat Titans,Ben Stokes ,c †Saha b Rashid Khan,7,6,-,1,0,116.66
Chennai Super Kings VS Gujarat Titans,Ambati Rayudu , b Little,12,12,-,0,1,100.00
Chennai Super Kings VS Gujarat Titans,Shivam Dube ,c Rashid Khan b Mohammed Shami,19,18,-,0,1,105.55
Chennai Super Kings VS Gujarat Titans,Ravindra Jadeja ,c Shankar b Joseph,1,2,-,0,0,50.00
Chennai Super Kings VS Gujarat Titans,MS Dhoni (c)†,not out ,14,7,-,1,1,200.00
Chennai Super Kings VS Gujarat Titans,Mitchell Santner ,not out ,1,3,-,0,0,33.33
Chennai Super Kings VS Gujarat Titans,Wriddhiman Saha †,c Dube b Hangargekar,25,16,-,2,2,156.25
Chennai Super Kings VS Gujarat Titans,Shubman Gill ,c Gaikwad b Deshpande,63,36,-,6,3,175.00
Chennai Super Kings VS Gujarat Titans,Sai Sudharsan ,c †Dhoni b Hangargekar,22,17,-,3,0,129.41
Chennai Super Kings VS Gujarat Titans,Hardik Pandya (c), b Jadeja,8,11,-,0,0,72.72
Chennai Super Kings VS Gujarat Titans,Vijay Shankar ,c Santner b Hangargekar,27,21,-,2,1,128.57
Chennai Super Kings VS Gujarat Titans,Rahul Tewatia ,not out ,15,14,-,1,1,107.14
Chennai Super Kings VS Gujarat Titans,Rashid Khan ,not out ,10,3,-,1,1,333.33
